host,processUUID,processName,event,objectType,objectData,objectUUID,timestamp,CommandLine
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,1e36576b-136f-4178-ab32-e5bb47db0fea,18:47.1,
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,execute,file,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,56d2dbf4-1571-4f8d-96ad-593dd189f0e2,18:55.1,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2"
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,336f06bc-1c80-474b-83de-9b0a21980884,18:55.1,
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,execute,file,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,08d84d15-8d68-4a8b-94c1-60fd55fea4b4,18:55.9,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe"""
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,8e828d7e-0351-433c-8533-d3e7b66dc0ae,18:55.9,
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,cb1053cc-5276-43d8-b16a-1407b980f7f0,18:56.6,
win10-1,616d30a4-06f4-4258-8359-9d5dd193f9f7,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,c247b947-dca4-4877-bf05-645f9c762bbb,19:02.9,
win10-1,c247b947-dca4-4877-bf05-645f9c762bbb,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,19:02.9,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win10-1,c247b947-dca4-4877-bf05-645f9c762bbb,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,556c2ffa-2d07-45a8-bf61-61954cf158a5,19:02.9,
win10-1,11d66e45-887a-4c02-b00a-77dbbca7617f,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,b63d1d91-079e-490d-a798-04f78cc05338,19:03.3,
win10-1,fdad9628-a4b1-4a01-9164-c74bae4a58d7,-,send,dns,dian-info.com,a31ddc0c-1aa9-4317-be02-da4b5aa11bc5,19:11.3,
win10-1,fdad9628-a4b1-4a01-9164-c74bae4a58d7,-,receive,dns,192.168.150.104:0,6662adb4-136c-4291-8c2e-e8d8f0f83c35,19:11.3,
win10-1,11d66e45-887a-4c02-b00a-77dbbca7617f,C:\Windows\System32\services.exe,execute,file,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,5535a23e-3f25-49ce-be99-92cb20b308fb,19:13.8,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /svc"
win10-1,11d66e45-887a-4c02-b00a-77dbbca7617f,C:\Windows\System32\services.exe,fork,process,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,a60bedbf-4dbb-4673-87b8-5b94d5f90e57,19:13.8,
win10-1,a60bedbf-4dbb-4673-87b8-5b94d5f90e57,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,execute,file,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,5535a23e-3f25-49ce-be99-92cb20b308fb,19:14.9,"""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ping PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48cmVxdWVzdCBwcm90b2NvbD0iMy4wIiB1cGRhdGVyPSJPbWFoYSIgdXBkYXRlcnZlcnNpb249IjEuMy4xOTUuMzEiIHNoZWxsX3ZlcnNpb249IjEuMy4xNDcuMzciIGlzbWFjaGluZT0iMSIgc2Vzc2lvbmlkPSJ7ODdDQzlENjktNkE4NS00RDU2LTgxMjUtRDdGRDcwOUQ3M0E3fSIgdXNlcmlkPSJ7RURFRDg0QkMtRjMzNC00QzdCLTk1QjUtRUI3QTVBODdBM0M3fSIgaW5zdGFsbHNvdXJjZT0ic2NoZWR1bGVyIiByZXF1ZXN0aWQ9Ins2OEQ2QzE4MS1CRTVGLTQ1QTQtQTgzRC03MjI4MUEyMjVGMkV9IiBkZWR1cD0iY3IiIGRvbWFpbmpvaW5lZD0iMCI-PGh3IGxvZ2ljYWxfY3B1cz0iMiIgcGh5c21lbW9yeT0iOCIgZGlza190eXBlPSIxIiBzc2U9IjEiIHNzZTI9IjEiIHNzZTM9IjEiIHNzc2UzPSIxIiBzc2U0MT0iMSIgc3NlNDI9IjEiIGF2eD0iMSIvPjxvcyBwbGF0Zm9ybT0id2luIiB2ZXJzaW9uPSIxMC4wLjE5MDQ1LjUwMTEiIHNwPSIiIGFyY2g9Ing2NCIgcHJvZHVjdF90eXBlPSI0IiBpc193aXA9IjAiIGlzX2luX2xvY2tkb3duX21vZGU9IjAiLz48b2VtIHByb2R1Y3RfbWFudWZhY3R1cmVyPSJWTXdhcmUsIEluYy4iIHByb2R1Y3RfbmFtZT0iVk13YXJlNywxIi8-PGV4cCBldGFnPSImcXVvdDtkbDR4SjNjSlNUTUR1bjNKZEwvNFp4RzlqSkxCbkNWditzTGZIVjZ1U1k0PSZxdW90OyIvPjxhcHAgYXBwaWQ9IntGM0M0RkUwMC1FRkQ1LTQwM0ItOTU2OS0zOThBMjBGMUJBNEF9IiB2ZXJzaW9uPSIxLjMuMTk1LjMxIiBuZXh0dmVyc2lvbj0iIiBsYW5nPSIiIGJyYW5kPSJJTkJYIiBjbGllbnQ9IiIgZXhwZXJpbWVudHM9IklzT25JbnRlcnZhbENvbW1hbmRzQWxsb3dlZD0lNUIlMjItdGFyZ2V0X2RldiUyMC1taW5fYnJvd3Nlcl92ZXJzaW9uX2NhbmFyeV9kZXYlMjAxMzEuMC4yODcxLjAlMjIlNUQiIGluc3RhbGxhZ2U9IjI5OSIgY29ob3J0PSJycmZAMC44MiI-PHVwZGF0ZWNoZWNrLz48cGluZyByZD0iNjUxOSIgcGluZ19mcmVzaG5lc3M9IntGRkE4REI0MS0wMEFGLTQzRDAtODI5Mi1BMTMyRUJEN0I1NzR9Ii8-PC9hcHA-PGFwcCBhcHBpZD0iezU2RUIxOEY4LUIwMDgtNENCRC1CNkQyLThDOTdGRTdFOTA2Mn0iIHZlcnNpb249IjEzMC4wLjI4NDkuNjgiIG5leHR2ZXJzaW9uPSIiIGxhbmc9IiIgYnJhbmQ9IklOQlgiIGNsaWVudD0iIiBpbnN0YWxsYWdlPSIyOTkiIGNvaG9ydD0icnJmQDAuMzciIG9vYmVfaW5zdGFsbF90aW1lPSIxODQ0Njc0NDA3MzcwOTU1MTYwNiIgdXBkYXRlX2NvdW50PSI0MiIgaXNfcGlubmVkX3N5c3RlbT0idHJ1ZSIgbGFzdF9sYXVuY2hfY291bnQ9IjEiIGxhc3RfbGF1bmNoX3RpbWU9IjEzMzc1Mzc0ODc3OTA3NDk5MCIgZmlyc3RfZnJlX3NlZW5fdGltZT0iMTMzNDk3ODQ0MDMwMDIwOTcwIiBmaXJzdF9mcmVfc2Vlbl92ZXJzaW9uPSIxMjAuMC4yMjEwLjEzMyI-PHVwZGF0ZWNoZWNrLz48cGluZyBhY3RpdmU9IjEiIGFkPSI2NTE5IiByZD0iNjUxOSIgcGluZ19mcmVzaG5lc3M9Ins1QTZBNThBMC04MzNGLTQ5MDMtOTgyMC1ENEY3NkRERTI4ODV9Ii8-PC9hcHA-PGFwcCBhcHBpZD0ie0YzMDE3MjI2LUZFMkEtNDI5NS04QkRGLTAwQzNBOUE3RTRDNX0iIHZlcnNpb249IjEzMC4wLjI4NDkuNTYiIG5leHR2ZXJzaW9uPSIiIGxhbmc9IiIgYnJhbmQ9IkVVV1YiIGNsaWVudD0iIiBpbnN0YWxsYWdlPSIyOTciIGluc3RhbGxkYXRlPSI2MjE2IiBjb2hvcnQ9InJyZkAwLjk1IiB1cGRhdGVfY291bnQ9IjMyIiBsYXN0X2xhdW5jaF9jb3VudD0iMSIgbGFzdF9sYXVuY2hfdGltZT0iMTMzNjUxNjkxNjE2NDYxOTYwIj48dXBkYXRlY2hlY2svPjxwaW5nIGFjdGl2ZT0iMCIgcmQ9IjY1MTkiIHBpbmdfZnJlc2huZXNzPSJ7MkZCQTJFNDctREZCNS00QjU0LThBRjUtQTQ1N0EzQ0QyMkY1fSIvPjwvYXBwPjwvcmVxdWVzdD4"
win10-1,a60bedbf-4dbb-4673-87b8-5b94d5f90e57,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,fork,process,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,8ec65fea-65d8-402c-a1ff-b66458a65d8d,19:14.9,
win10-1,616d30a4-06f4-4258-8359-9d5dd193f9f7,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,b9a708be-0f5e-4c16-970c-b7c8bb258135,19:21.8,
win10-1,b9a708be-0f5e-4c16-970c-b7c8bb258135,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,19:21.8,explorer.exe C:\Users\Public\Documents
win10-1,b9a708be-0f5e-4c16-970c-b7c8bb258135,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Windows\explorer.exe,979ed0a9-8141-4ebe-9049-2e2016759e04,19:21.8,
win10-1,dd57c4fe-1800-4c1f-aa41-5bf3cdcac5c5,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\explorer.exe,312831da-e9f1-4e88-9bf7-d2bdf5270b7c,19:21.8,
win10-1,6f25669b-0f52-407f-8a3b-ee10ae5c95b6,-,send,dns,cdn_fiber,1c0b87a6-c7a0-4c27-a8df-0425026d4332,19:27.7,
win10-1,6f25669b-0f52-407f-8a3b-ee10ae5c95b6,-,receive,dns,192.168.150.104:0,6662adb4-136c-4291-8c2e-e8d8f0f83c35,19:27.7,
win10-1,6f25669b-0f52-407f-8a3b-ee10ae5c95b6,-,send,dns,cdn_fsociety,0b19c493-265c-4142-a098-b5d837405371,19:27.7,
win10-1,312831da-e9f1-4e88-9bf7-d2bdf5270b7c,C:\Windows\explorer.exe,execute,file,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,4d0dc02f-bdb7-4ea1-82aa-c59c8db7095c,19:28.6,"""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\Public\Documents\organization-workers.xlsx"""
win10-1,312831da-e9f1-4e88-9bf7-d2bdf5270b7c,C:\Windows\explorer.exe,fork,process,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,8444556e-5a43-4c44-ba11-fa30321b487b,19:28.6,
win10-1,616d30a4-06f4-4258-8359-9d5dd193f9f7,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,f524669e-1c76-4b45-bf37-0c021fd830bc,19:33.3,
win10-1,f524669e-1c76-4b45-bf37-0c021fd830bc,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,19:33.3,"""C:\Program Files\Google\Chrome\Application\chrome.exe"""
win10-1,f524669e-1c76-4b45-bf37-0c021fd830bc,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,4cf5a19c-d0ed-454d-8071-67bdad438657,19:33.3,
win10-1,11d66e45-887a-4c02-b00a-77dbbca7617f,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,0070861c-2239-435f-8732-fcfd96b58a0d,19:33.7,
win10-1,f05022cc-4750-4fcb-b8c8-153f1b0212bf,C:\Windows\Microsoft.NET\Framework\v4.0.30319\RegSvcs.exe,send,socket,192.168.150.104:7707.0,392cf624-23f6-4278-aa88-20c5ef45f747,19:44.9,
win10-1,f05022cc-4750-4fcb-b8c8-153f1b0212bf,C:\Windows\Microsoft.NET\Framework\v4.0.30319\RegSvcs.exe,receive,socket,192.168.150.104:7707.0,392cf624-23f6-4278-aa88-20c5ef45f747,19:44.9,
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,d27c22b1-a768-4251-8780-55537ff172a4,19:45.5,
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe,aedb43f7-01eb-4154-9f3c-c2f9ae95db75,19:46.3,
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,32a59795-4fae-4e57-823e-d2b164ebfb8e,19:47.1,
win10-1,616d30a4-06f4-4258-8359-9d5dd193f9f7,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,52d25698-a439-41a2-989f-8c72c06fae37,19:47.6,
win10-1,52d25698-a439-41a2-989f-8c72c06fae37,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,19:47.6,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win10-1,52d25698-a439-41a2-989f-8c72c06fae37,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,a2c022b1-4670-4fc6-895e-dd4461088735,19:47.6,
win10-1,11d66e45-887a-4c02-b00a-77dbbca7617f,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,ec559549-1cdd-405f-9008-ca9621f40c82,19:48.0,
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,e1ade187-9469-4f47-9d28-bca97d030de7,19:55.2,
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,81ff29b7-b035-4525-9897-9cc237b0b061,19:56.1,
win10-1,ad15d48c-ac97-43c3-9523-32b93a75090c,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,081cc9b2-3027-41cb-b7c7-3c2f91d3f8d7,19:56.9,
win10-1,616d30a4-06f4-4258-8359-9d5dd193f9f7,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,5c9dd163-aaff-48db-967b-5792d3771921,20:00.6,
win10-1,5c9dd163-aaff-48db-967b-5792d3771921,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,20:00.6,"""C:\Program Files\Google\Chrome\Application\chrome.exe"""
win10-1,5c9dd163-aaff-48db-967b-5792d3771921,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,c01874d0-d0a6-4f5d-be7e-10ebc559d5f3,20:00.6,
win10-1,11d66e45-887a-4c02-b00a-77dbbca7617f,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,8eb8b30c-f7f0-49f6-88f6-25b44e1fb259,20:00.9,
win10-1,616d30a4-06f4-4258-8359-9d5dd193f9f7,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,77870c19-0f01-468c-8e98-dffde8bf455d,20:14.8,
win10-1,77870c19-0f01-468c-8e98-dffde8bf455d,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,20:14.8,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win10-1,77870c19-0f01-468c-8e98-dffde8bf455d,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,595c408b-a3cf-422a-9f18-976092774d44,20:14.8,
win10-1,11d66e45-887a-4c02-b00a-77dbbca7617f,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,b34b3cb8-47cd-4f2c-aeda-4df0afa7e845,20:15.2,
win10-1,616d30a4-06f4-4258-8359-9d5dd193f9f7,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,57c9086b-0c35-411f-92f0-04761c332138,20:27.7,
win10-1,57c9086b-0c35-411f-92f0-04761c332138,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,20:27.7,explorer.exe C:\Users\Public\Documents
win10-1,57c9086b-0c35-411f-92f0-04761c332138,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Windows\explorer.exe,63a4e238-e828-4251-bd13-d68deadcbf0c,20:27.7,
win10-1,dd57c4fe-1800-4c1f-aa41-5bf3cdcac5c5,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\explorer.exe,abe9e758-d5f5-4600-ad44-79cfe539162e,20:27.7,
win10-1,abe9e758-d5f5-4600-ad44-79cfe539162e,C:\Windows\explorer.exe,execute,file,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,4d0dc02f-bdb7-4ea1-82aa-c59c8db7095c,20:34.5,"""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\Public\Documents\organization-workers.xlsx"""
win10-1,abe9e758-d5f5-4600-ad44-79cfe539162e,C:\Windows\explorer.exe,fork,process,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,8e5e6ae9-0764-4beb-a369-45afb745791a,20:34.5,
win10-1,616d30a4-06f4-4258-8359-9d5dd193f9f7,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,8e828d7e-0351-433c-8533-d3e7b66dc0ae,20:39.2,
win10-1,8e828d7e-0351-433c-8533-d3e7b66dc0ae,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,20:39.2,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win10-1,8e828d7e-0351-433c-8533-d3e7b66dc0ae,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,b9ce9502-5d42-49eb-9cf6-a37746ee716c,20:39.2,
win10-1,11d66e45-887a-4c02-b00a-77dbbca7617f,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,e7eeed83-d211-4b77-88ec-809b611ff43e,20:39.6,
win10-1,6255006a-21fe-4c0a-94e5-eed88fa5e81b,C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE,receive,socket,20.189.173.4:443.0,da6f43d6-d05d-4b0f-81f3-9fd724e93068,20:39.8,
win10-1,6255006a-21fe-4c0a-94e5-eed88fa5e81b,C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE,send,socket,20.189.173.4:443.0,da6f43d6-d05d-4b0f-81f3-9fd724e93068,20:39.8,
