host,processUUID,processName,event,objectType,objectData,objectUUID,timestamp,CommandLine
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,execute,file,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,c09da29f-8d5f-4850-b65a-54b5d9440619,18:13.9,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe"""
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,bfdceabe-ab15-4a4c-8bdf-7872b272a403,18:13.9,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,execute,file,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,8ccfec9e-efae-4fdb-90de-555b9895821f,18:14.6,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe"""
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,5e0504a0-83da-4550-9327-1ac00f16fa79,18:14.6,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,execute,file,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,56d2dbf4-1571-4f8d-96ad-593dd189f0e2,18:15.4,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"""
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,b125cfcd-e75c-4e2d-9b13-c273850fd267,18:15.4,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,execute,file,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,08d84d15-8d68-4a8b-94c1-60fd55fea4b4,18:16.2,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe"""
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,805544d1-4a02-4cdc-85ef-e44eafbc4bf2,18:16.2,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,3d8e5add-c3bd-44fb-a01b-8f147ef6929c,18:17.0,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,C:\Users\user\AppData\Local\Programs\Python\Python312\python.exe,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,87d82d3f-17b7-49fe-91eb-f97a9f260ff7,18:25.0,
win11,87d82d3f-17b7-49fe-91eb-f97a9f260ff7,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,18:25.1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win11,87d82d3f-17b7-49fe-91eb-f97a9f260ff7,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,c72cd60c-e4e5-4981-86d5-d8d743b35a37,18:25.1,
win11,5ca5093b-26e2-4d12-b258-abf7fdc47ef0,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,a84e286c-16f0-448c-89a9-35ea1fea488b,18:25.3,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,C:\Users\user\AppData\Local\Programs\Python\Python312\python.exe,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,bc2b3eaf-0f6e-494f-9523-a2111603d13f,18:44.2,
win11,bc2b3eaf-0f6e-494f-9523-a2111603d13f,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,18:44.2,explorer.exe C:\Users\Public\Documents
win11,bc2b3eaf-0f6e-494f-9523-a2111603d13f,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Windows\explorer.exe,164f12d5-15a9-4e07-a9d2-9278400c0f69,18:44.2,
win11,e4621e67-ff38-48cf-a760-24b01e81b0da,C:\Windows\System32\svchost.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,18:44.2,"C:\windows\explorer.exe /factory,{75dff2b7-6936-4c06-a8bb-676a7b00b24b} -Embedding"
win11,e4621e67-ff38-48cf-a760-24b01e81b0da,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\explorer.exe,77870c19-0f01-468c-8e98-dffde8bf455d,18:44.2,
win11,e4621e67-ff38-48cf-a760-24b01e81b0da,C:\Windows\System32\svchost.exe,execute,file,C:\Windows\System32\smartscreen.exe,813b7a18-8041-4ae3-8023-d492fa938cc5,18:50.7,C:\Windows\System32\smartscreen.exe -Embedding
win11,e4621e67-ff38-48cf-a760-24b01e81b0da,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\System32\smartscreen.exe,cc52cbbb-416b-4d91-bfbc-54292b2fe688,18:50.7,
win11,77870c19-0f01-468c-8e98-dffde8bf455d,C:\Windows\explorer.exe,execute,file,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,4d0dc02f-bdb7-4ea1-82aa-c59c8db7095c,18:50.7,"""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\Public\Documents\organization-workers.xlsx"""
win11,77870c19-0f01-468c-8e98-dffde8bf455d,C:\Windows\explorer.exe,fork,process,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,2ca22cf6-f3c0-4f4e-8d49-48dd732dac19,18:50.7,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,29477554-2208-4254-960e-4d6ecc0f19f0,18:55.9,
win11,29477554-2208-4254-960e-4d6ecc0f19f0,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,18:55.9,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win11,29477554-2208-4254-960e-4d6ecc0f19f0,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,d35573cb-1893-44d8-9ba4-8c49f87e14e6,18:55.9,
win11,5ca5093b-26e2-4d12-b258-abf7fdc47ef0,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,9dbd2b0a-fff2-4116-b3e8-80890bd42165,18:56.2,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,6142f8dc-358e-465a-ad11-1a010cb3991b,19:08.7,
win11,6142f8dc-358e-465a-ad11-1a010cb3991b,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,19:08.8,explorer.exe C:\Users\Public\Documents
win11,6142f8dc-358e-465a-ad11-1a010cb3991b,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Windows\explorer.exe,e0fc5c89-8f14-44e7-b11b-b5c14a55e6bd,19:08.8,
win11,e4621e67-ff38-48cf-a760-24b01e81b0da,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\explorer.exe,4dc82e97-35a3-4c31-9e8c-c1fdf6e17a6f,19:08.8,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,ec1d5777-fc66-4f0b-8e8c-8c472c774711,19:13.3,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,d1ce4301-6dd6-4cfd-9657-d84ce4e7fa5e,19:14.1,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe,164f12d5-15a9-4e07-a9d2-9278400c0f69,19:14.8,
win11,4dc82e97-35a3-4c31-9e8c-c1fdf6e17a6f,C:\Windows\explorer.exe,execute,file,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,4d0dc02f-bdb7-4ea1-82aa-c59c8db7095c,19:15.2,"""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\Public\Documents\organization-workers.xlsx"""
win11,4dc82e97-35a3-4c31-9e8c-c1fdf6e17a6f,C:\Windows\explorer.exe,fork,process,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,e9835c40-9d65-426e-a62e-f3690f0259c8,19:15.2,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,275d0a29-e6bf-4f1e-8d5a-d231492ed575,19:15.6,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,d1069427-c297-4857-a8f3-493a50425b12,19:16.4,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,c393f3d0-7083-42f8-88a3-37da62e49c2f,19:17.1,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fa48d885-3556-4146-9552-64adca8da712,19:20.0,
win11,fa48d885-3556-4146-9552-64adca8da712,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,19:20.1,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win11,fa48d885-3556-4146-9552-64adca8da712,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,6683508b-19a3-4f9b-a064-3b23bda6859f,19:20.1,
win11,5ca5093b-26e2-4d12-b258-abf7fdc47ef0,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,e9ec6444-37b9-49c4-ae1c-2b80bb7a6e6d,19:20.5,
win11,64487271-77b8-494b-a131-3df6f9b8273f,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AdobeCollabSync.exe,execute,file,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\FullTrustNotifier.exe,1f01ee05-9294-46de-8c2b-ecf892774b6b,19:40.1,"""C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\FullTrustNotifier.exe"" GetChannelUri"
win11,64487271-77b8-494b-a131-3df6f9b8273f,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AdobeCollabSync.exe,fork,process,C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\FullTrustNotifier.exe,7c725930-cdeb-4594-8d20-1f9b110fa860,19:40.1,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,6beb7032-6247-4594-af8c-f711ab653fd3,19:41.9,
win11,6beb7032-6247-4594-af8c-f711ab653fd3,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,19:41.9,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win11,6beb7032-6247-4594-af8c-f711ab653fd3,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,59711584-dca7-4044-b9cb-d2843f958a33,19:41.9,
win11,5ca5093b-26e2-4d12-b258-abf7fdc47ef0,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,84a7a2cb-2c0f-4112-9421-e1772291451d,19:42.3,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,ee1799e8-38ab-43b0-86a0-d4eae44e24e4,19:54.8,
win11,ee1799e8-38ab-43b0-86a0-d4eae44e24e4,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,19:54.8,explorer.exe C:\Users\Public\Documents
win11,ee1799e8-38ab-43b0-86a0-d4eae44e24e4,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Windows\explorer.exe,95d9333b-5fe2-443c-8b4e-931f660ea545,19:54.8,
win11,e4621e67-ff38-48cf-a760-24b01e81b0da,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\explorer.exe,fd739ae7-a370-4e7a-b167-2d68093ccd96,19:54.8,
win11,fd739ae7-a370-4e7a-b167-2d68093ccd96,C:\Windows\explorer.exe,execute,file,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,4d0dc02f-bdb7-4ea1-82aa-c59c8db7095c,20:01.3,"""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\Public\Documents\organization-workers.xlsx"""
win11,fd739ae7-a370-4e7a-b167-2d68093ccd96,C:\Windows\explorer.exe,fork,process,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,d1e1c227-2717-4940-9c9e-d2d322a35f1f,20:01.3,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,7881d285-d787-459a-a373-b776e6e589ed,20:13.1,
win11,7881d285-d787-459a-a373-b776e6e589ed,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,20:13.2,explorer.exe C:\Users\Public\Documents
win11,7881d285-d787-459a-a373-b776e6e589ed,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Windows\explorer.exe,8cda02df-2e1c-42d8-b245-9bd8b4ec5e96,20:13.2,
win11,e4621e67-ff38-48cf-a760-24b01e81b0da,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\explorer.exe,93eae2f8-b0f9-43cb-9bd9-485d28fad33a,20:13.2,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,375ba5a0-f1b0-42a0-b192-1c231d80c6ff,20:13.3,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe,0039388d-ffcf-4fec-94c1-e874dd2d177f,20:14.1,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,50668df2-b0e4-4db5-a38e-d3e0541af879,20:14.7,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,3581cbba-c170-4210-b278-bb57c7a01418,20:15.4,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,6bd7638b-90d1-4516-8f2d-951584d5da88,20:16.2,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,f04efd51-2d0e-47c2-82d0-8712fe694133,20:16.9,
win11,93eae2f8-b0f9-43cb-9bd9-485d28fad33a,C:\Windows\explorer.exe,execute,file,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,4d0dc02f-bdb7-4ea1-82aa-c59c8db7095c,20:19.8,"""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\Public\Documents\organization-workers.xlsx"""
win11,93eae2f8-b0f9-43cb-9bd9-485d28fad33a,C:\Windows\explorer.exe,fork,process,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,6d11a655-f704-48b5-bdd7-5aaf3a595547,20:19.8,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,304801c9-b0cf-41e0-a373-2db10ef65e49,20:28.6,
win11,304801c9-b0cf-41e0-a373-2db10ef65e49,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,20:28.7,explorer.exe C:\Users\Public\Documents
win11,304801c9-b0cf-41e0-a373-2db10ef65e49,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Windows\explorer.exe,7aaa6cb9-a267-4f92-b13c-9a422a8431ea,20:28.7,
win11,e4621e67-ff38-48cf-a760-24b01e81b0da,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\explorer.exe,86ad27f0-56bc-4dca-ba4d-7293878fdd82,20:28.7,
win11,93c77424-7a3f-4751-bbbb-02b8b3e42f16,C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE,receive,socket,20.189.173.8:443.0,4eb90915-e0ee-443c-b48f-810d549d4950,20:35.1,
win11,93c77424-7a3f-4751-bbbb-02b8b3e42f16,C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE,send,socket,20.189.173.8:443.0,4eb90915-e0ee-443c-b48f-810d549d4950,20:35.1,
win11,86ad27f0-56bc-4dca-ba4d-7293878fdd82,C:\Windows\explorer.exe,execute,file,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,4d0dc02f-bdb7-4ea1-82aa-c59c8db7095c,20:35.1,"""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\Public\Documents\organization-workers.xlsx"""
win11,86ad27f0-56bc-4dca-ba4d-7293878fdd82,C:\Windows\explorer.exe,fork,process,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,82781bbb-7b1a-4ec8-91a4-be6470671100,20:35.1,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,305b34d4-5166-41e7-bc55-80d7605dbc9e,20:47.0,
win11,305b34d4-5166-41e7-bc55-80d7605dbc9e,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,20:47.0,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win11,305b34d4-5166-41e7-bc55-80d7605dbc9e,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,228e9f12-50d5-40b7-96b0-f6c726e2c4c0,20:47.0,
win11,5ca5093b-26e2-4d12-b258-abf7fdc47ef0,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,d3a3bd5e-9251-4102-82a8-1e10a0432d7a,20:47.2,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,670acd46-a9d7-43fe-9e6e-442f5842ee6e,20:59.8,
win11,670acd46-a9d7-43fe-9e6e-442f5842ee6e,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,20:59.9,explorer.exe C:\Users\Public\Documents
win11,670acd46-a9d7-43fe-9e6e-442f5842ee6e,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Windows\explorer.exe,08740c4c-10fc-445a-acf8-43161c105ba2,20:59.9,
win11,e4621e67-ff38-48cf-a760-24b01e81b0da,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\explorer.exe,375ba5a0-f1b0-42a0-b192-1c231d80c6ff,20:59.9,
win11,375ba5a0-f1b0-42a0-b192-1c231d80c6ff,C:\Windows\explorer.exe,execute,file,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,4d0dc02f-bdb7-4ea1-82aa-c59c8db7095c,21:06.4,"""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\Public\Documents\organization-workers.xlsx"""
win11,375ba5a0-f1b0-42a0-b192-1c231d80c6ff,C:\Windows\explorer.exe,fork,process,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,7aab37b0-ac12-4deb-bc3e-bc00c6bd3781,21:06.4,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,159e597e-d3ab-45df-b0a0-aea3c51e490b,21:13.3,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe,8cdb1c92-c283-4ea3-a9cb-9c0c52547426,21:14.1,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,305b34d4-5166-41e7-bc55-80d7605dbc9e,21:14.7,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,defd150b-d7ff-4077-b47f-266807333a69,21:15.5,
win11,0d04361a-1158-44b8-bca3-c75e304155ed,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,9ccc23e2-41af-48ce-bf56-0454e6d11f99,21:16.2,
win11,9ccc23e2-41af-48ce-bf56-0454e6d11f99,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,21:16.2,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win11,9ccc23e2-41af-48ce-bf56-0454e6d11f99,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,32e4ced5-e533-46cc-bc44-f95f1f6e8bdc,21:16.2,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,591dedbf-a7c6-4c29-b0cd-ce4c8b74edbe,21:16.3,
win11,5ca5093b-26e2-4d12-b258-abf7fdc47ef0,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,af0e3364-5412-4c0d-b5fd-85283c6aa1c0,21:16.7,
win11,15d26c99-4cea-40ff-9157-34fb228e3f48,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,bb9b497e-0c2e-4d1c-a028-b14a8d57905a,21:17.2,
