host,processUUID,processName,event,objectType,objectData,objectUUID,timestamp,CommandLine
win10-2,76eef2e0-cd70-44e5-b00a-1b4f701d1b06,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,18:43.7,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win10-2,76eef2e0-cd70-44e5-b00a-1b4f701d1b06,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,728f3818-802f-4be7-87c7-6bd2e13f44e9,18:43.7,
win10-2,42772ee8-1ea3-4509-8b67-6a2d02d64264,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,52afcc3a-e62d-4c76-96bc-5c9a78e791e0,18:44.1,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,execute,file,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,56d2dbf4-1571-4f8d-96ad-593dd189f0e2,18:45.8,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe"" --ps2"
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,0af52064-0294-42f5-95d5-b30f7f1962c1,18:45.8,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,execute,file,C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe,1e5cf5ba-89bd-4818-8430-7a79be34bd2a,18:46.6,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe"""
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe,2d23614f-5c8a-4df8-800f-528116c8bedf,18:46.6,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,execute,file,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,08d84d15-8d68-4a8b-94c1-60fd55fea4b4,18:47.3,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe"""
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,255dcd0f-531f-42b2-b5b1-a1986b0ed0cb,18:47.3,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,execute,file,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,c09da29f-8d5f-4850-b65a-54b5d9440619,18:48.1,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe"""
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,04cf5e7c-d58b-4928-9313-80d44d9ee0b3,18:48.1,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,40ec6cdf-fc7a-491e-9f8e-d81a3bddc9d6,18:48.9,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,execute,file,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,8ccfec9e-efae-4fdb-90de-555b9895821f,18:49.6,"""C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe"""
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,7e6bd5ab-e58e-441d-9f9f-519dd88ed098,18:49.6,
win10-2,ba6ba6a0-308c-4e91-99f4-43522f02a6ba,C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE,send,socket,20.189.173.8:443.0,4eb90915-e0ee-443c-b48f-810d549d4950,18:55.3,
win10-2,ba6ba6a0-308c-4e91-99f4-43522f02a6ba,C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE,receive,socket,20.189.173.8:443.0,4eb90915-e0ee-443c-b48f-810d549d4950,18:55.3,
win10-2,69f50bfa-630c-47e9-909e-b56c2b0ef1d2,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,604f32db-85fe-4bdc-993c-d50595f8d412,19:02.6,
win10-2,604f32db-85fe-4bdc-993c-d50595f8d412,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,19:02.6,explorer.exe C:\Users\Public\Documents
win10-2,604f32db-85fe-4bdc-993c-d50595f8d412,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Windows\explorer.exe,39d3c98b-f2ad-43e0-a12b-d13ee7bb2534,19:02.6,
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,19:02.8,"C:\windows\explorer.exe /factory,{75dff2b7-6936-4c06-a8bb-676a7b00b24b} -Embedding"
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\explorer.exe,41c6eafb-249a-496d-aa95-2d9f907843d4,19:02.8,
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,execute,file,C:\Windows\SysWOW64\dllhost.exe,55e02175-b686-44a4-8eb4-612bd33190eb,19:09.4,"""C:\windows\SysWOW64\DllHost.exe"" /Processid:{776DBC8D-7347-478C-8D71-791E12EF49D8}"
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\SysWOW64\dllhost.exe,876b9602-a34b-41aa-b059-2ab1335f0ab3,19:09.4,
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,execute,file,C:\Windows\System32\smartscreen.exe,813b7a18-8041-4ae3-8023-d492fa938cc5,19:09.9,C:\Windows\System32\smartscreen.exe -Embedding
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\System32\smartscreen.exe,26ca4047-2519-453b-8a87-b597b22d9f7d,19:09.9,
win10-2,41c6eafb-249a-496d-aa95-2d9f907843d4,C:\Windows\explorer.exe,execute,file,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,4d0dc02f-bdb7-4ea1-82aa-c59c8db7095c,19:10.1,"""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\Public\Documents\organization-workers.xlsx"""
win10-2,41c6eafb-249a-496d-aa95-2d9f907843d4,C:\Windows\explorer.exe,fork,process,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,eb1f6b1c-8e11-4b6b-a947-725278433544,19:10.1,
win10-2,69f50bfa-630c-47e9-909e-b56c2b0ef1d2,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,c02adaa1-9fa9-4a86-9c03-cfb18084c542,19:16.2,
win10-2,c02adaa1-9fa9-4a86-9c03-cfb18084c542,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,19:16.2,"""C:\Program Files\Google\Chrome\Application\chrome.exe"""
win10-2,c02adaa1-9fa9-4a86-9c03-cfb18084c542,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,ca40196b-5442-4e3e-8104-762a84869ddb,19:16.2,
win10-2,42772ee8-1ea3-4509-8b67-6a2d02d64264,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,ac4ae2d1-e58f-413d-a5fd-1a33e486bd33,19:16.8,
win10-2,69f50bfa-630c-47e9-909e-b56c2b0ef1d2,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,056588e1-622e-410a-84b9-61c6b431b2b2,19:41.9,
win10-2,056588e1-622e-410a-84b9-61c6b431b2b2,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,19:42.0,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win10-2,056588e1-622e-410a-84b9-61c6b431b2b2,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,d6a38d55-3f90-40d1-8997-e812b7ceb0ea,19:42.0,
win10-2,42772ee8-1ea3-4509-8b67-6a2d02d64264,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,907fadf4-b002-4865-a912-d36c77adf6ee,19:42.4,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,1ca9a1a3-6745-45f3-92c6-9129ef8fbca8,19:45.7,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe,46669510-c5f0-40f9-b74c-64dfdb3f27a2,19:46.3,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,134462f2-7d06-450d-8b45-ebea1bdbbb35,19:47.2,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,f4a23da3-fc17-4324-b69c-2a7c86bba403,19:47.8,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,f86ad2f3-4c1a-4b7d-9266-3c63ce25e0df,19:48.6,
win10-2,cd9edcf2-9d61-4f59-82ec-1ae4f5f59255,C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE,receive,socket,20.189.173.4:443.0,da6f43d6-d05d-4b0f-81f3-9fd724e93068,19:48.9,
win10-2,cd9edcf2-9d61-4f59-82ec-1ae4f5f59255,C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE,send,socket,20.189.173.4:443.0,da6f43d6-d05d-4b0f-81f3-9fd724e93068,19:48.9,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,8b1bfa06-2943-474b-85d6-9b142f0cc169,19:49.3,
win10-2,69f50bfa-630c-47e9-909e-b56c2b0ef1d2,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fb317b0b-7bcd-4824-a090-7f71d91aec5e,19:54.9,
win10-2,fb317b0b-7bcd-4824-a090-7f71d91aec5e,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,19:54.9,explorer.exe C:\Users\Public\Documents
win10-2,fb317b0b-7bcd-4824-a090-7f71d91aec5e,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Windows\explorer.exe,da6147c3-2f25-4d20-bb1e-dfbcafb7ee4f,19:54.9,
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\explorer.exe,70ff4b1e-9a70-4175-9b9b-015a10d8eaea,19:55.0,
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\SysWOW64\dllhost.exe,33bf9062-fec3-4ed9-babb-1a0315ede843,20:01.6,
win10-2,70ff4b1e-9a70-4175-9b9b-015a10d8eaea,C:\Windows\explorer.exe,execute,file,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,4d0dc02f-bdb7-4ea1-82aa-c59c8db7095c,20:02.2,"""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\Public\Documents\organization-workers.xlsx"""
win10-2,70ff4b1e-9a70-4175-9b9b-015a10d8eaea,C:\Windows\explorer.exe,fork,process,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,774fbeba-9c97-4b6e-8ac1-d720c187ebf7,20:02.2,
win10-2,69f50bfa-630c-47e9-909e-b56c2b0ef1d2,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,9f3f9967-a118-4589-a8fd-b824b0771370,20:07.0,
win10-2,9f3f9967-a118-4589-a8fd-b824b0771370,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,20:07.0,"""C:\Program Files\Google\Chrome\Application\chrome.exe"""
win10-2,9f3f9967-a118-4589-a8fd-b824b0771370,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,f7455046-65c3-441c-b2b7-155d6d07a529,20:07.0,
win10-2,42772ee8-1ea3-4509-8b67-6a2d02d64264,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,5794c5d1-f5d3-451e-9762-e2c04effc5a5,20:07.5,
win10-2,69f50bfa-630c-47e9-909e-b56c2b0ef1d2,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,8fa5622e-9f17-45ea-b926-b6a2994fc653,20:21.8,
win10-2,8fa5622e-9f17-45ea-b926-b6a2994fc653,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,20:21.8,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win10-2,8fa5622e-9f17-45ea-b926-b6a2994fc653,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,24dfb56d-f809-49a9-aeec-c80dacfc02f9,20:21.8,
win10-2,42772ee8-1ea3-4509-8b67-6a2d02d64264,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,e407fe75-b4b1-42d0-aa0b-3b984e7a8455,20:22.4,
win10-2,42772ee8-1ea3-4509-8b67-6a2d02d64264,C:\Windows\System32\services.exe,execute,file,C:\Windows\servicing\TrustedInstaller.exe,f246c8c2-bf1b-47c1-baad-d423c2ba0ba8,20:25.7,C:\windows\servicing\TrustedInstaller.exe
win10-2,42772ee8-1ea3-4509-8b67-6a2d02d64264,C:\Windows\System32\services.exe,fork,process,C:\Windows\servicing\TrustedInstaller.exe,7a259e01-b805-4ffc-a964-6e6ad4d19dc9,20:25.7,
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,execute,file,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.4950_none_7dd913727cb4d87c\TiWorker.exe,90b98f16-e3ce-4cc9-8a4c-265761a0f187,20:25.7,C:\windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.4950_none_7dd913727cb4d87c\TiWorker.exe -Embedding
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.4950_none_7dd913727cb4d87c\TiWorker.exe,754e7f12-6ccf-4d71-9503-a697e3e30534,20:25.7,
win10-2,69f50bfa-630c-47e9-909e-b56c2b0ef1d2,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,a3336784-c22c-4239-a395-fac562f2487c,20:34.7,
win10-2,a3336784-c22c-4239-a395-fac562f2487c,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Windows\explorer.exe,fda9ab03-6892-43c5-b585-c776f8a2e9c3,20:34.8,explorer.exe C:\Users\Public\Documents
win10-2,a3336784-c22c-4239-a395-fac562f2487c,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Windows\explorer.exe,851760cc-eb7c-455c-a798-d18dfab18c18,20:34.8,
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\explorer.exe,b55d1a61-e70d-4e2e-b92b-a886af621c92,20:34.8,
win10-2,d50fec04-b89a-4447-8ffb-1c603e99c97a,C:\Windows\System32\svchost.exe,fork,process,C:\Windows\SysWOW64\dllhost.exe,d2585f9a-1f96-47e3-8ea1-30ca1263c750,20:41.5,
win10-2,b55d1a61-e70d-4e2e-b92b-a886af621c92,C:\Windows\explorer.exe,execute,file,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,4d0dc02f-bdb7-4ea1-82aa-c59c8db7095c,20:42.1,"""C:\Program Files\Microsoft Office\Root\Office16\EXCEL.EXE"" ""C:\Users\Public\Documents\organization-workers.xlsx"""
win10-2,b55d1a61-e70d-4e2e-b92b-a886af621c92,C:\Windows\explorer.exe,fork,process,C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE,ddb53c5c-b8d1-4d88-809e-bd1000fd0c17,20:42.1,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,461a34d9-d51c-45b8-a793-fadd35e4509f,20:45.7,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-netmon.exe,453e817f-fc37-43a6-bc71-4ec31695bb00,20:46.4,
win10-2,69f50bfa-630c-47e9-909e-b56c2b0ef1d2,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,6175e9ab-31a7-4124-80ec-0acc1bbffc89,20:46.9,
win10-2,6175e9ab-31a7-4124-80ec-0acc1bbffc89,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,20:46.9,"""C:\Program Files\Google\Chrome\Application\chrome.exe"""
win10-2,6175e9ab-31a7-4124-80ec-0acc1bbffc89,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,e89e07db-6ae7-4c96-9b51-d15c6a660109,20:46.9,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,0f80e58c-0ca9-4535-9675-64639095d2b6,20:47.2,
win10-2,42772ee8-1ea3-4509-8b67-6a2d02d64264,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,d8cc6f95-a12d-4cc5-9fe5-08e743bd3137,20:47.4,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-admon.exe,6b320247-ef59-482b-aaa7-225f653850b9,20:48.3,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe,239fcf4b-b98c-46b9-84a7-1ebe671ccf80,20:49.2,
win10-2,6c21705f-6f11-4bb1-9f15-b51a092e0402,C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe,fork,process,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe,bed27f7a-5122-47d1-80bd-38b06460798e,20:50.0,
win10-2,69f50bfa-630c-47e9-909e-b56c2b0ef1d2,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,ca40196b-5442-4e3e-8104-762a84869ddb,21:04.6,
win10-2,ca40196b-5442-4e3e-8104-762a84869ddb,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,execute,file,C:\Program Files\Google\Chrome\Application\chrome.exe,e61dbe4c-ad87-40c2-b1dd-b2896d43b763,21:04.6,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --new-window"
win10-2,ca40196b-5442-4e3e-8104-762a84869ddb,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,fork,process,C:\Program Files\Google\Chrome\Application\chrome.exe,12c64387-203b-4ab8-a968-04fd8fa6e29a,21:04.6,
win10-2,42772ee8-1ea3-4509-8b67-6a2d02d64264,C:\Windows\System32\services.exe,fork,process,C:\Program Files\Google\Chrome\Application\130.0.6723.92\elevation_service.exe,6dd49879-11a5-4031-bb18-24afd900611c,21:05.1,
win10-2,69f50bfa-630c-47e9-909e-b56c2b0ef1d2,-,fork,process,C:\Program Files\AutoHotkey\v2\AutoHotkey64.exe,1fda6a86-7412-4770-9622-3169b5420b03,21:17.7,
